flex_1,flex_2,flex_3,flex_4,flex_5,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
2.1,1.8399999999999999,3.1300000000000003,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.9299999999999997,3.03,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.02,1.91,3.0,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.9,3.18,0.11,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.91,3.1300000000000003,0.11,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.86,3.15,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.9,3.16,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.95,3.0,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.95,3.06,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.82,3.01,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.95,3.11,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.92,3.16,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.94,3.12,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.94,3.1300000000000003,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.94,2.99,0.11,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.95,3.07,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.9299999999999997,2.96,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.96,3.09,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.92,3.16,0.11,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.9,3.19,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.87,3.04,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.95,3.1,0.12,0.21,0.0,0.0,0.0,0.0,0.0,0.0,K
2.08,1.86,2.94,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.94,3.06,0.11,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.96,3.02,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.219,0.301,0.3,19.0,0.0,9030.0,0.102,0.0,0.0,0.0,0.0,K
2.11,1.94,3.1,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.94,3.0,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.8500000000000003,3.12,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.9299999999999997,3.03,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.03,1.9299999999999997,3.07,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.8799999999999997,3.1,0.11,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.94,2.94,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.81,3.15,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.04,1.91,3.15,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.15,1.95,3.0,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.91,3.1400000000000006,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.9299999999999997,2.95,0.11,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.02,1.94,3.1300000000000003,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.87,3.06,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.8900000000000001,3.01,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.81,3.1300000000000003,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.96,3.17,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.02,1.9299999999999997,3.16,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.91,3.1400000000000006,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.91,3.15,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.95,2.94,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.86,3.11,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.14,1.95,3.05,0.11,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.08,1.8399999999999999,2.99,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.8900000000000001,3.17,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.03,1.8500000000000003,3.1,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.95,3.03,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.91,3.17,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.95,3.09,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.13,1.78,2.94,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.94,3.01,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.91,3.04,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.92,3.05,0.07,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.94,3.11,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.8399999999999999,3.0,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.94,2.93,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.92,3.17,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.95,3.16,0.1,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.8900000000000001,3.06,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.92,3.1300000000000003,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.9299999999999997,3.1,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.87,3.09,0.11,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.8000000000000003,3.17,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.87,3.15,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.9299999999999997,3.17,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.92,2.92,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.9299999999999997,3.0,0.11,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.91,3.1,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.9,3.06,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.09,1.92,2.95,0.11,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.95,3.04,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.9,3.05,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.82,3.12,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.15,1.95,3.1,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.91,3.16,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.92,3.16,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.95,3.16,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.9,3.1300000000000003,0.11,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.91,3.1400000000000006,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.86,3.17,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.95,3.15,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.9,3.04,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.09,1.91,3.18,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.96,3.04,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.96,3.15,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.8900000000000001,3.1300000000000003,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.8799999999999997,3.07,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.95,3.1300000000000003,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.95,3.12,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.22,1.9299999999999997,3.11,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
