flex_1,flex_2,flex_3,flex_4,flex_5,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
2.85,1.92,2.12,0.11,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.86,1.95,2.26,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.6,2.05,2.2,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.85,2.03,2.12,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.98,1.9900000000000002,2.24,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.78,2.06,2.18,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.8,2.04,2.2,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.84,1.9900000000000002,2.24,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.85,1.95,2.26,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.78,1.9900000000000002,2.24,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.86,1.95,2.1,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.83,2.04,2.24,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.79,2.09,2.25,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.86,2.0,2.22,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.85,1.94,2.24,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.84,2.06,2.21,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.8,2.01,2.24,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.78,2.05,2.24,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.85,2.08,2.25,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.85,2.06,2.19,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.8,2.05,2.14,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.83,2.02,2.2,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.91,2.04,2.16,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.86,2.05,2.25,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.84,2.04,2.23,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.83,2.05,2.27,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.85,2.01,2.22,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.79,2.06,2.21,0.11,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.78,2.06,2.25,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.78,2.05,2.16,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.79,2.05,2.1,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.73,1.96,2.19,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.77,2.06,2.17,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.79,2.02,2.11,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.78,2.05,2.11,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.85,1.94,2.12,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.74,1.9900000000000002,2.25,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.8,2.0,2.17,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.74,2.04,2.26,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.8,2.06,2.23,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.84,1.97,2.25,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.82,1.96,2.25,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.98,2.04,2.26,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.77,1.94,2.13,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.84,2.05,2.24,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.85,2.0,2.24,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.77,2.01,2.22,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.72,2.06,2.19,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.81,1.9299999999999997,2.18,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.77,2.05,2.21,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.8,2.06,2.27,0.13,0.25,0.0,0.0,0.0,0.0,0.0,0.0,C
2.82,1.9900000000000002,2.22,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.83,2.04,2.21,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.82,2.16,2.11,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.79,2.03,2.25,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.78,2.05,2.24,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.82,2.08,2.23,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.8,2.03,2.2,0.11,0.26,0.0,0.0,0.0,0.0,0.0,0.0,C
2.78,2.04,2.19,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.75,2.05,2.21,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.79,2.04,2.15,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.74,2.03,2.13,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.68,1.97,2.23,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,C
2.8,2.04,2.23,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,C
2.73,2.06,2.14,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.79,2.05,2.24,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.8,2.02,2.24,0.11,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.81,2.06,2.19,0.11,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.76,2.04,2.2,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.75,1.95,2.24,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
